tweet_id,date,text,likes,retweet,comments,urls,account
1.25E+18,2020-04-23 07:54:38+00:00,ALMOST THERE! We are just ONE DAY away! Stay tuned for the surprise! #anwmalaysia #LetsBeKind #StayAWesome #StayHome https://t.co/Z79v4rnv80,3,1,0,[],anw
1.21E+18,2019-12-28 08:38:57+00:00,ARE YOU UP FOR SOMETHING BIG? THAT'S RIGHT! Try out our exclusive combo offers of XXL Special and Supreme XXL for s… https://t.co/jErqdAbE86,5,3,0,[{'url': 'https://t.co/jErqdAbE86'}],anw
1.28E+18,2020-07-19 07:15:18+00:00,What is a better way to enjoy your Sunday other than a sip of our frosty RB that sets up the mood!   Enjoy 2 bott… https://t.co/lkTs7oFKfB,13,3,1,[{'url': 'https://t.co/lkTs7oFKfB'}],anw
1.29E+18,2020-07-23 03:37:20+00:00,Do chickens fly? Our Chicken Sandwich can definitely make your tatebuds flyin high!   Savour yourself to a golden… https://t.co/ZKBIh9NZnb,3,0,0,[{'url': 'https://t.co/ZKBIh9NZnb'}],anw
1.18E+18,2019-10-01 01:56:42+00:00,RT @aizadfahmy: A&amp;W Root Beer float is the best carbonated drink ever existed https://t.co/eTAryOigtB,0,8757,1,[{'url': 'https://t.co/eTAryOigtB'}],anw
1.14E+18,2019-06-07 17:09:28+00:00,#Announcement Our outlet in Batu Pahat Petronas will be closing down permanently. Thank you for your support throug… https://t.co/pEdOfBPwDa,2,2,0,[{'url': 'https://t.co/pEdOfBPwDa'}],anw
1.23E+18,2020-02-20 07:47:45+00:00,Different shape but SAME AWESOME TASTE! Indulge in our heavenly crispy stealth fries or funky curly fries and be aw… https://t.co/EBsAhmP2H2,5,2,4,[{'url': 'https://t.co/EBsAhmP2H2'}],anw
1.20E+18,2019-12-05 13:46:50+00:00,Have you ever wondered? How old is Rooty actually? #anwmalaysia #anwmsia #endabyu #RootyBear https://t.co/d3nODN2E4a,14,4,2,[],anw
1.29E+18,2020-07-21 05:30:58+00:00,Belanje ?? Friends don't lie 😏 https://t.co/4Qy10bNQ78,5,3,1,[{'url': 'https://t.co/4Qy10bNQ78'}],anw
1.19E+18,2019-11-04 06:07:22+00:00,Up for surprises? We have something BIG coming your way! This is definitely not something you would want to skip!… https://t.co/TQzfpNHcbX,5,1,0,[{'url': 'https://t.co/TQzfpNHcbX'}],anw
1.13E+18,2019-05-27 09:00:38+00:00,Can't decide to have Burger or Aroma Chicken? How about having both! Enjoy our #DoubleBlessingsPlus promo with an… https://t.co/ggplO8yQSM,3,1,0,[{'url': 'https://t.co/ggplO8yQSM'}],anw
1.28E+18,2020-07-05 05:23:56+00:00,Your Sunday is not complete without our Coney Cheese Fries!    End the last day of the week with a bang when you… https://t.co/ssmgqt3ukh,4,2,0,[{'url': 'https://t.co/ssmgqt3ukh'}],anw
1.20E+18,2019-11-17 08:11:19+00:00,"RT @aizadfahmy: Panas-panas ni, ni la ubat dia kan @anwmalaysia? https://t.co/iUHxTP1CXA",0,1,1,[],anw
1.18E+18,2019-09-24 10:18:04+00:00,RT @fizli83: @anwmalaysia @1Obefiend endabyu welavvuu,0,1,1,[],anw
1.37E+18,2021-03-21 03:00:00+00:00,"If you are wondering what is that aroma, it is our Aroma Chicken! Take your pick between our Golden Aroma or Spicy… https://t.co/E4eCSGXUI2",3,1,0,[{'url': 'https://t.co/E4eCSGXUI2'}],anw
1.15E+18,2019-07-21 05:37:33+00:00,"Rooty Bear: ""One Coney and a LARGER RB Float, pleaseeeee?😍” https://t.co/uiU8EVi15l",19,7,0,[],anw
1.35E+18,2021-01-05 07:10:26+00:00,The fun starts in  🥁 *drum rolls* 🥁   ONE MORE DAY!!!   Stay tuned and don’t miss out on the AW-someness  🔥… https://t.co/d0Gdgp9wB7,2,2,0,[{'url': 'https://t.co/d0Gdgp9wB7'}],anw
1.22E+18,2020-01-25 02:13:21+00:00,Gong Xi Fa Cai! We would like to wish everyone a blessed and prosperous Chinese New Year! May this celebration be f… https://t.co/EKCERGaJkp,5,3,0,[{'url': 'https://t.co/EKCERGaJkp'}],anw
1.25E+18,2020-04-09 03:12:22+00:00,Click this link to order and pick up : https://t.co/182frEAxmM,0,0,1,[{'url': 'https://t.co/182frEAxmM'}],anw
1.32E+18,2020-10-15 07:36:08+00:00,"Social distancing... but make it AW-esome with us!And above all, we care about the health and safety of our staff… https://t.co/QeecTCnhMX",4,0,0,[{'url': 'https://t.co/QeecTCnhMX'}],anw
1.28E+18,2020-06-27 03:02:41+00:00,"A piece of Add-on Chicken? Pffftttt, ONLY RM2.99! Get your tummy a little extra full now! #anwmalaysia https://t.co/SznKEGb2jX",7,0,1,[],anw
1.29E+18,2020-08-08 07:38:13+00:00,A fun-filled Saturday calls for a perfect family time!   Treat your family to a family combo meal and enjoy the g… https://t.co/zP4bLRrQka,3,2,0,[{'url': 'https://t.co/zP4bLRrQka'}],anw
1.25E+18,2020-04-21 06:05:23+00:00,Savour every AWESOME bite with our crispy perfection of aromatic Aroma Chicken at home! Order now through Grab Fo… https://t.co/tz4cy91iEG,5,0,0,[{'url': 'https://t.co/tz4cy91iEG'}],anw
1.21E+18,2019-12-26 03:46:11+00:00,Thirsty after a tiring walk under the hot sun? Cool yourself down and quench your thirst with our refreshing RB!… https://t.co/zU3n82Y7qu,3,1,0,[{'url': 'https://t.co/zU3n82Y7qu'}],anw
1.20E+18,2019-11-18 03:56:47+00:00,CLASSIC IS ALWAYS THE WAY TO GO! THAT'S RIGHT! Get funky and groovy with our Cool Classics Combo and be prepared to… https://t.co/4fRdac01M6,7,3,0,[{'url': 'https://t.co/4fRdac01M6'}],anw
1.17E+18,2019-09-13 09:44:48+00:00,Who's up to take the spiciness? 🔥Sichuan Mala Coney is up on our menu! Are you ready? Prepare your stomach for this… https://t.co/iE8MgNQZj6,5,2,0,[{'url': 'https://t.co/iE8MgNQZj6'}],anw
1.17E+18,2019-09-13 05:11:25+00:00,It is finally up on our menu! Our new Sichuan Mala Coney's spiciness is numbness! Curious on how would it taste lik… https://t.co/f0NxPh8VcB,7,1,1,[{'url': 'https://t.co/f0NxPh8VcB'}],anw
1.32E+18,2020-11-04 03:03:13+00:00,Too cool for you to not drool 😋  Nothing better to sip on other than our refreshing ol’ RB! Cheers to the AW-som… https://t.co/cduZoAcTCy,28,7,5,[{'url': 'https://t.co/cduZoAcTCy'}],anw
1.36E+18,2021-02-05 04:55:09+00:00,"Enjoy RM3 off when you make payment with MYDebit card today! Hurry, order now!#anwmalaysia https://t.co/3fQH7N6zgC",8,1,0,[],anw
1.27E+18,2020-06-10 06:21:00+00:00,Wednesday calls for another AWESOME PROMOOur juicy beef patty of Junior Mozza Burger are grilled to perfection an… https://t.co/JPU5mkURFu,8,4,0,[{'url': 'https://t.co/JPU5mkURFu'}],anw
1.27E+18,2020-06-17 06:40:11+00:00,Raya kan sebulan!   Gandakan nikmat bersama seisi keluarga dengan meraikan kebahagiaan dengan kelazatan Family Co… https://t.co/MmA8CSXxeR,1,2,0,[{'url': 'https://t.co/MmA8CSXxeR'}],anw
1.17E+18,2019-09-16 01:33:41+00:00,Happy Malaysia Day to all our fellow Malaysian friends! Let's be proud of being a part of a prosperous nation 🎉To… https://t.co/dmUuS1PXlv,14,6,2,[{'url': 'https://t.co/dmUuS1PXlv'}],anw
1.38E+18,2021-04-11 08:00:00+00:00,Jom balik kampung with us this Ramadhan! Stay tuned for some exciting news!#rememberANWthisraya#anwmalaysia https://t.co/kowUpJbbop,2,0,0,[],anw
1.31E+18,2020-09-24 05:10:27+00:00,"Think of perfection, think of our Coney 😍  Your Thursday is never a dull one with this awesome meal 🌭  Have a b… https://t.co/WxXlIloSHg",3,0,0,[{'url': 'https://t.co/WxXlIloSHg'}],anw
1.18E+18,2019-09-25 02:23:58+00:00,RT @MawaddahAlias: Got a free root beer at @anwmalaysia today in conjunction of Malaysia's 62nd Independence Day 😁 https://t.co/X6e7DtkjjW,0,1,1,[],anw
1.36E+18,2021-01-31 04:44:38+00:00,👋 Calling all Frontliners! ❤️ Send a surprise delivery to any of your loved ones. 👉🏻Click on the link and tell us… https://t.co/NTt5ST0zsL,3,1,0,[{'url': 'https://t.co/NTt5ST0zsL'}],anw
1.26E+18,2020-05-20 09:26:50+00:00,RAYA LAGI BERAPA HARI JE NI! Jangan lepaskan peluang untuk menikmati kelazatan set makanan A&amp;W dengan potongan harg… https://t.co/8WSLOCfb88,1,0,0,[{'url': 'https://t.co/8WSLOCfb88'}],anw
1.15E+18,2019-07-14 03:01:22+00:00,It's super hot and sunny today! Cool yourself down with our Vanilla Sundae. Chocolate or Strawberry topping? You ch… https://t.co/LDwDS6uDHV,11,3,0,[{'url': 'https://t.co/LDwDS6uDHV'}],anw
1.38E+18,2021-03-27 12:00:01+00:00,Want something yummy and convenient? Get our Coneys with the option of beef or chicken which comes with our diced c… https://t.co/LTUCvY0Xke,3,1,0,[{'url': 'https://t.co/LTUCvY0Xke'}],anw
1.14E+18,2019-06-20 07:54:55+00:00,Big thanks to those who have celebrated Rooty Bear's Birthday with us! It was a great one and we hope to have you a… https://t.co/fMXCEezklf,17,5,1,[{'url': 'https://t.co/fMXCEezklf'}],anw
1.39E+18,2021-04-26 09:58:49+00:00,Have you tried our Lily Chili Aroma Chicken ? Because we have🙋‍! Buka Iftar today with Lily Chili😋.… https://t.co/qEdDU0zksn,12,4,0,[{'url': 'https://t.co/qEdDU0zksn'}],anw
1.28E+18,2020-07-02 03:40:31+00:00,Chicken Sandwich = LOVE   Savour yourself to a perfect bite of our #UnskippablePromo Chicken Sandwich for a STAGG… https://t.co/gYirMSVxJg,5,1,0,[{'url': 'https://t.co/gYirMSVxJg'}],anw
1.17E+18,2019-09-14 01:56:56+00:00,Great news for @watsonsmy’s members! 😍 Enjoy Buy 1 FREE 1 RB (Reg) at all of our outlets from 16th September 2019 t… https://t.co/ImMYo0GVcu,12,8,2,[{'url': 'https://t.co/ImMYo0GVcu'}],anw
1.14E+18,2019-06-11 04:01:08+00:00,Who loves our RB Float? Favourite this tweet to show your love! 😍 https://t.co/uwF6AJ3eyk,31,14,2,[],anw
1.37E+18,2021-02-28 03:00:01+00:00,Rooty is dreaming of a beautiful tropical beach holiday. Can you guess where he wants to be?#anwmalaysia https://t.co/ObLgv3BwhH,4,3,0,[],anw
1.32E+18,2020-11-03 15:07:48+00:00,"RT @farahleopard_: @Azfarovski I suka waffle A&amp;W, yummeh 😍 https://t.co/1jnfXpqAZg",0,5,1,[],anw
1.37E+18,2021-03-01 03:47:12+00:00,Hungry family? Our Beary Big Box is the easy choice to feed the fam on the fly! Come on over and grab the combo! Yo… https://t.co/ENdUQU9ZQG,1,2,0,[{'url': 'https://t.co/ENdUQU9ZQG'}],anw
1.31E+18,2020-09-19 05:44:19+00:00,"Trying to find out how clever you are?   Look no further, buckle up and try out this game 🎮   If you get it rig… https://t.co/nqduR1cGkM",0,2,6,[{'url': 'https://t.co/nqduR1cGkM'}],anw
1.37E+18,2021-03-12 00:00:01+00:00,A&amp;W’s porridge always gives you that feel-good vibes to begin your day. Get your soothing bowl of porridge now from… https://t.co/VJraf21MX0,4,0,0,[{'url': 'https://t.co/VJraf21MX0'}],anw
1.38E+18,2021-04-17 08:00:02+00:00,Buka puasa with your family within the comforts of your home this weekend with our Fiesta Feast! Order them via our… https://t.co/FikJDfF6l5,3,1,2,[{'url': 'https://t.co/FikJDfF6l5'}],anw
1.37E+18,2021-03-22 07:00:00+00:00,"If you are one of our waffle fans, keep watching this space because we have exciting news in store for the upcoming… https://t.co/TCzqg8DCEf",20,14,0,[{'url': 'https://t.co/TCzqg8DCEf'}],anw
1.37E+18,2021-03-19 03:12:52+00:00,Our AWesome Hula-Hula burger and its mixed spice island sauce are back from vacation! Come on over and grab them at… https://t.co/Z41RhAnRrz,6,0,0,[{'url': 'https://t.co/Z41RhAnRrz'}],anw
1.29E+18,2020-08-16 03:04:08+00:00,It’s the last day for our Chicken Fiesta promo! 4 pieces of chicken for only RM12.90 up for grabs. HURRY BEFORE… https://t.co/rbKzZvW0GU,17,10,1,[{'url': 'https://t.co/rbKzZvW0GU'}],anw
1.19E+18,2019-11-02 04:26:28+00:00,RT @SyahmiKurosaki: @anwmalaysia save the best for last,0,1,1,[],anw
1.33E+18,2020-11-19 04:44:59+00:00,Float your way to perfection with an icy perfection of RB.The tastiest beverage like no other that keeps you comi… https://t.co/moX56KTPTq,15,2,2,[{'url': 'https://t.co/moX56KTPTq'}],anw
1.31E+18,2020-09-29 04:33:24+00:00,"Come in, flash, pay, repeat. IT'S THAT SIMPLE 📣  Saving up for the week? Our 9.90 Chicken Burger is the perfect c… https://t.co/sZbq17mlC2",3,0,1,[{'url': 'https://t.co/sZbq17mlC2'}],anw
1.17E+18,2019-09-17 03:01:51+00:00,Have you tried out our Keju Wedges with our Special Jalepeno Cheese sauce? Get your FREE upgrade upon purchasing an… https://t.co/bsjfMwCJEX,12,7,1,[{'url': 'https://t.co/bsjfMwCJEX'}],anw
1.38E+18,2021-03-28 08:00:00+00:00,"Which is your favourite Coney? Chicken, Beef or BOTH? Stay tuned because we have a FLASH DEAL heading your way soon… https://t.co/rKZJlVmCc9",5,3,2,[{'url': 'https://t.co/rKZJlVmCc9'}],anw
1.31E+18,2020-10-03 09:54:19+00:00,It's back! Add-on for some AWESOME GOODNESS ✨  Devoured our yummy fried to a golden crispy perfection chicken for… https://t.co/7fOSe4ckYf,3,2,0,[{'url': 'https://t.co/7fOSe4ckYf'}],anw
1.20E+18,2019-12-05 06:10:46+00:00,SOLD OUT! YOUVE HEARD THAT RIGHT! Our scrumptious tasty Cream Cheese Burger is temporarily sold out while replenish… https://t.co/ncoEPSQ4iV,9,3,1,[{'url': 'https://t.co/ncoEPSQ4iV'}],anw
1.20E+18,2019-11-16 04:21:55+00:00,RT @soulicious6: @anwmalaysia https://t.co/kqzrebF2Nd,0,1,1,[],anw
1.25E+18,2020-04-05 03:48:25+00:00,Our Aromatic Chicken is simply hard to resist! What is better than staying at home and enjoying a tasty crunchy bit… https://t.co/GQQ0EIZCvf,18,10,0,[{'url': 'https://t.co/GQQ0EIZCvf'}],anw
1.24E+18,2020-03-15 06:05:14+00:00,A child's smile is something precious! Watch your child smile when you fill up their tummy with our fun beary meals… https://t.co/ecYKPNNFNL,5,1,0,[{'url': 'https://t.co/ecYKPNNFNL'}],anw
1.16E+18,2019-07-28 04:00:42+00:00,Look at that perfect curls! 😍 https://t.co/Nh89eRJAwn,23,7,2,[],anw
1.27E+18,2020-06-11 07:22:07+00:00,Do you skip the gym? yes you do.Do you skip your homework? Im pretty sure.Do you skip the Unskippable promo? NE… https://t.co/RTHogqa7Yt,1,1,1,[{'url': 'https://t.co/RTHogqa7Yt'}],anw
1.31E+18,2020-10-08 03:10:03+00:00,Spark the togetherness with your friends or colleagues when you order our Sharing Combo meals 😊An excitement like… https://t.co/xdUvJ7RDLI,3,1,0,[{'url': 'https://t.co/xdUvJ7RDLI'}],anw
1.16E+18,2019-08-11 00:15:03+00:00,Selamat Hari Raya Aidiladha kami ucapkan kepada seluruh umat Islam! Semoga dilimpahi rahmat dan barakah di hari yan… https://t.co/StaG8UyL2q,8,1,0,[{'url': 'https://t.co/StaG8UyL2q'}],anw
1.33E+18,2020-11-15 05:45:03+00:00,Woah that is definitely unexpected. Did you experience the same thing we did? Share with us if this boggles your… https://t.co/I9Gj9fwb0b,7,4,1,[{'url': 'https://t.co/I9Gj9fwb0b'}],anw
1.36E+18,2021-02-19 06:28:01+00:00,"Simple je - park, scan, flash and we'll hantar to you! Apa tunggu lagi, drive in je to our A&amp;W PJ Drive-In @ PJ Sta… https://t.co/mQAsHxvTX3",4,0,0,[{'url': 'https://t.co/mQAsHxvTX3'}],anw
1.15E+18,2019-07-03 03:13:09+00:00,Imagine the taste of chicken marinated with herbs &amp; spices in your mouth.... Hmmm YUMMY! Get yourself a Spicy Aroma… https://t.co/jEd3jV6yC2,13,4,0,[{'url': 'https://t.co/jEd3jV6yC2'}],anw
1.38E+18,2021-03-26 03:00:00+00:00,Bite into the succulent Hula-Hula Burger topped with our one-of-a-kind Mixed Spice Island sauce! Grab yours now fro… https://t.co/1Sf1Y0lTDn,3,1,0,[{'url': 'https://t.co/1Sf1Y0lTDn'}],anw
1.31E+18,2020-10-02 03:22:31+00:00,One of them is not one of us 🙅‍♂️  Are your eyes good enough to see them all? Let us know in the comments below!… https://t.co/OjPog5d3eY,11,8,2,[{'url': 'https://t.co/OjPog5d3eY'}],anw
1.26E+18,2020-05-24 03:01:44+00:00,Ceriakan mood anda di Hari Raya dan kekalkan interaksi dan perhubungan mesra bersama ahli keluarga dan menjaga penj… https://t.co/6AAdVQHHuq,1,0,0,[{'url': 'https://t.co/6AAdVQHHuq'}],anw
1.24E+18,2020-03-11 07:44:38+00:00,Another #UnskippablePromo for another #AWesomeGoodness! Indulge in our junior Mozza Burger with fries! Click here t… https://t.co/UXisA5JllA,3,3,0,[{'url': 'https://t.co/UXisA5JllA'}],anw
1.28E+18,2020-06-29 05:35:51+00:00,Our AWESOME SNACK is here for you! Indulge in our heavenly snack of the absolute crispiness of Coney Cheese Fries… https://t.co/8uQmhbuB4B,15,9,0,[{'url': 'https://t.co/8uQmhbuB4B'}],anw
1.37E+18,2021-03-18 07:12:03+00:00,Which A&amp;W burger would you like to MEAT up with? Our fish or chicken burger? Let us know in the comments below!… https://t.co/PEYcWBconY,1,0,0,[{'url': 'https://t.co/PEYcWBconY'}],anw
1.37E+18,2021-03-15 01:47:03+00:00,You'll want to wake up for one (or two) of our AWesome Waffle Chicken! Head over to our selected outlets to have yo… https://t.co/2vsKm8vbM7,3,0,0,[{'url': 'https://t.co/2vsKm8vbM7'}],anw
1.23E+18,2020-02-11 04:36:33+00:00,Cluck Cluck! Whats that Chicken licking goodness? IT’S OUR CHICKEN SANDWICH! Get an awesome bite of our delicious C… https://t.co/vBsr0uVdK9,4,1,0,[{'url': 'https://t.co/vBsr0uVdK9'}],anw
1.21E+18,2019-12-25 03:42:58+00:00,May you be granted full blessings and happiness in this jolly day alongside your loved ones. We wish you a blissful… https://t.co/ldv8oXHRnq,4,0,0,[{'url': 'https://t.co/ldv8oXHRnq'}],anw
1.18E+18,2019-10-08 11:17:45+00:00,"It is with a heavy heart to announce the closure of our very first outlet in Malaysia, Batu Road after 56 years in… https://t.co/NSMgtehK7F",14,19,5,[{'url': 'https://t.co/NSMgtehK7F'}],anw
1.18E+18,2019-10-08 03:39:35+00:00,#makeendabyugreatagain Jom geng kita pergi A&amp;W! https://t.co/XXvEXE2XZm,3,2,1,[{'url': 'https://t.co/XXvEXE2XZm'}],anw
1.19E+18,2019-11-03 04:05:26+00:00,"Jikalau anda sudi kemari, Rooty sentiasa menanti 😋❤️ https://t.co/YhL8IdPtvR",15,1,1,[{'url': 'https://t.co/YhL8IdPtvR'}],anw
1.32E+18,2020-11-07 03:14:33+00:00,You guys too @MarrybrownMY @BurgerKing @CarlsJr ❤️,4,0,1,[],anw
1.25E+18,2020-04-07 07:40:06+00:00,"Your order is just ONE CLICK away! Just CLICK,ORDER and PICK UP!Grab a bite of our AWESOME meal and STAY CONTACTLES… https://t.co/ntPnL5uUiw",2,3,0,[{'url': 'https://t.co/ntPnL5uUiw'}],anw
1.14E+18,2019-06-19 05:40:55+00:00,RT @NazmeenAmin: Disebabkan ayah aku pernah kerja A&amp;W. So kita ajak dia berbuka puasa kat sini jap lagi sambil minum RB Float. Hehehe. http…,0,1,2,[],anw
1.16E+18,2019-08-05 03:34:24+00:00,"It's happening TOMORROW! Get ready to enjoy your FREE RB Float (Regular) Single Scoop with purchase of any Burgers,… https://t.co/jbnbnJpDUa",11,8,0,[{'url': 'https://t.co/jbnbnJpDUa'}],anw
1.17E+18,2019-09-10 10:47:33+00:00,Malaysia Day is around the corner! You can enjoy our Malaysia Day Special - FREE Upgrade to Keju Wedges with our Sp… https://t.co/ekD8xQbsPu,8,3,0,[{'url': 'https://t.co/ekD8xQbsPu'}],anw
1.36E+18,2021-02-06 08:51:06+00:00,"Bringing you a Drive In &amp; Order experience at our iconic A&amp;W's PJ Drive-In for takeaway today! Just park, scan and… https://t.co/x5mTAcUM8P",7,7,0,[{'url': 'https://t.co/x5mTAcUM8P'}],anw
1.18E+18,2019-10-09 03:35:41+00:00,RT @SHUHAILRONE: @anwmalaysia lagi besar dan moden ke? 😬,0,1,1,[],anw
1.37E+18,2021-03-03 12:03:36+00:00,Don't bite into anything except our Sesame Chicken Bites! Grab yours only at A&amp;W! #anwmalaysia https://t.co/KkfqrSWw6S,3,1,0,[],anw
1.22E+18,2020-01-14 05:07:54+00:00,AWESOME CASH PRIZE AWAITS YOU! Have you submitted your video? Join our #AWesomeBurgerChallenge contest and don’t mi… https://t.co/0vrbFVORkm,2,0,0,[{'url': 'https://t.co/0vrbFVORkm'}],anw
1.14E+18,2019-06-28 04:00:49+00:00,Did you know that we have birthday packages available? You can choose to have your party at our outlets or at home!… https://t.co/YZeeyLNti0,6,2,0,[{'url': 'https://t.co/YZeeyLNti0'}],anw
1.18E+18,2019-10-01 01:57:00+00:00,"RT @Nor_Aizuddin: @aizadfahmy Facts, bro. Coke, Pepsi or Sprite are cool and all but, they got nothin’ on A&amp;W’s Root Beer.",0,1,1,[],anw
1.14E+18,2019-06-16 01:05:00+00:00,"Fathers are our superheroes and guiding light, someone we will always look up to. Happy Father's day to all the fat… https://t.co/jeDSbD72rO",3,3,0,[{'url': 'https://t.co/jeDSbD72rO'}],anw
1.17E+18,2019-09-01 00:01:50+00:00,"Sending our warm wishes to all our Muslim friends, Salam Awal Muharram! May your New Year be blessed with peace, ha… https://t.co/2aGPUMVFrB",24,6,0,[{'url': 'https://t.co/2aGPUMVFrB'}],anw
1.21E+18,2020-01-02 03:06:37+00:00,"BREAKFAST FOR CHAMPIONS! THAT’S RIGHT! Indulge in our delightful Waffle with butter and syrup, and kick start your… https://t.co/AvqVwwt0vc",8,1,0,[{'url': 'https://t.co/AvqVwwt0vc'}],anw
1.23E+18,2020-02-10 06:54:10+00:00,Enjoy some fish-lickin goodness with our delightful fish sandwich! With a mouth-watering fish patty that will surel… https://t.co/eyQgsXDhsx,8,2,0,[{'url': 'https://t.co/eyQgsXDhsx'}],anw
1.27E+18,2020-05-31 06:34:05+00:00,Bite into some tender goodness when you try our juicy perfection of Mozza Burger!   It's so Mozza-licking good th… https://t.co/isyY3H4kTi,4,0,0,[{'url': 'https://t.co/isyY3H4kTi'}],anw
1.30E+18,2020-08-20 09:10:10+00:00,"RT @ErwinTangYH: A set of 4 pieces @anwmalaysia Aroma Chicken Combo is 40% off on @foodpanda_my. Buy 2 sets and apply promo ""kakionline"". S…",0,2,1,[],anw
1.29E+18,2020-08-06 02:05:58+00:00,HAPPY NATIONAL RB FLOAT DAY!   Grab a regular RB float with one scoop of ice-cream for ONLY RM1!    Packed with… https://t.co/wNrmwq92NB,19,21,2,[{'url': 'https://t.co/wNrmwq92NB'}],anw
1.17E+18,2019-09-04 05:25:40+00:00,"“All the best to all UPSR candidates! Keep calm, take a deep breath and the magic will begin!"" - ♥️ Rooty Bear https://t.co/MO3GQ53KsJ",10,6,0,[],anw
1.38E+18,2021-04-04 08:00:02+00:00,"Before you curl up in bed, get our crispy onion rings to prepare you for the week!#anwmalaysia https://t.co/PcE2YdDi9d",4,2,0,[],anw
1.24E+18,2020-03-12 07:08:14+00:00,Take a bite of our chicken sandwich with fries! Did Rooty mention that we are having an #UnskippablePromo for this?… https://t.co/56dvBVvwfi,2,2,0,[{'url': 'https://t.co/56dvBVvwfi'}],anw
1.15E+18,2019-07-15 05:29:33+00:00,Our fried chickens are all fresh chickens! All are fried to crisp golden perfection. 😍💯 https://t.co/kIUgxUoGVM,17,3,1,[],anw
1.25E+18,2020-04-18 06:32:26+00:00,Ready for a feast at home? Get ready for AMAZING deals that are coming your way! Indulge in our AWESOME meals with… https://t.co/P0YM6S6vlZ,11,3,0,[{'url': 'https://t.co/P0YM6S6vlZ'}],anw
1.22E+18,2020-01-16 01:58:40+00:00,AWESOME DEALS COMING YOUR WAY! Enjoy a whopping 10% off with every purchase! Hurry and head over to your nearest A&amp;… https://t.co/bLSH7SNXc9,17,9,1,[{'url': 'https://t.co/bLSH7SNXc9'}],anw
1.18E+18,2019-09-24 10:20:53+00:00,RT @belleye: Citarasa dan selera kegemaran rakyat Malaysia! Sama-sama menyambut Hari Malaysia! 🇲🇾🇲🇾🇲🇾#ANWUNITES @anwmalaysia @projek_57…,0,1,1,[],anw
1.24E+18,2020-03-14 09:08:57+00:00,Icy frosty mug with a cooling refreshing RB of awesome goodness? YES PLEASE! Refresh yourself with a delightful tas… https://t.co/89pF2Mkxf8,16,8,2,[{'url': 'https://t.co/89pF2Mkxf8'}],anw
1.18E+18,2019-10-15 01:24:23+00:00,Today is #Unskippable Coney Cravings Day! Jomlah ke endabyu terdekat untuk menikmati coney. Untuk hari ini saje tau… https://t.co/5Yn2Gb0ChG,3,1,0,[{'url': 'https://t.co/5Yn2Gb0ChG'}],anw
1.27E+18,2020-06-21 12:05:51+00:00,"Look how tempting all these 4 meals look!   If you can only have one of the above for the next 10 years, which wo… https://t.co/On8P2EuxSa",25,8,10,[{'url': 'https://t.co/On8P2EuxSa'}],anw
1.16E+18,2019-08-17 03:10:16+00:00,Dua hari lagi untuk enjoy Beary Big Box! Tunggu apa lagi? Ajaklah kawan-kawan untuk makan kat outlet kami! 😃 https://t.co/1n02EMJC0n,11,0,0,[],anw
1.18E+18,2019-10-05 03:01:59+00:00,Has our new Sichuan Mala Coney make you go KUAAAAH yet? 😛&lt;Limited Time Offer available until 25 Oct 2019 only&gt;… https://t.co/cdh6nYWHoW,4,0,0,[{'url': 'https://t.co/cdh6nYWHoW'}],anw
1.17E+18,2019-08-27 11:35:14+00:00,Mmmmm look at that KUAHHHHH! So hard to resist.... https://t.co/ttsoRtr9YB!#kuaaaah #anwmalaysia #anwmsia   &lt;Limi… https://t.co/qWeP9zbPJ4,2,2,0,"[{'url': 'https://t.co/ttsoRtr9YB'}, {'url': 'https://t.co/qWeP9zbPJ4'}]",anw
1.30E+18,2020-08-21 05:22:11+00:00,Family time is worth every second.Ignite the bond with your family with our family combo meals to bring out the s… https://t.co/Wrpm0YyHQB,6,1,0,[{'url': 'https://t.co/Wrpm0YyHQB'}],anw
1.23E+18,2020-02-18 06:59:36+00:00,Blast into some all-time awesome goodness with our All-Time Favourite Coney! Drizzled with our iconic Coney sauce a… https://t.co/9Zt97XT94J,4,1,0,[{'url': 'https://t.co/9Zt97XT94J'}],anw
1.20E+18,2019-12-06 08:26:26+00:00,This is what you tell someone who forgets to buy you a Coney! #anwmalaysia #anwmsia #endabyu #RootyBear #RootyJokes https://t.co/rnZzHyUE0d,5,0,0,[],anw
1.23E+18,2020-02-13 13:43:13+00:00,@pizzahutmsia,0,0,1,[],anw
1.34E+18,2020-12-28 05:46:32+00:00,The crispiness and tenderness that makes you coming back for more and more!   We guarantee you an awesome taste w… https://t.co/E0Aqxwahn8,9,1,0,[{'url': 'https://t.co/E0Aqxwahn8'}],anw
1.14E+18,2019-06-26 04:54:59+00:00,Our new outlet in Batu Pahat Mall opens TOMORROW! 😍We are giving out FREE Mashed Potato with Coney Sauce for the… https://t.co/MPD3iv4bAf,8,0,0,[{'url': 'https://t.co/MPD3iv4bAf'}],anw
1.27E+18,2020-06-16 08:12:38+00:00,Unskippable Promo coming your way!   Delight your Tuesday with a delicious bite of our Chicken Coney for as low a… https://t.co/8sJfgcc5gV,4,2,0,[{'url': 'https://t.co/8sJfgcc5gV'}],anw
